TimeStamp,Humedad (%), Temperatura(DHT), Temperatura (BMP), Presion (hPa), Altitud (m), CO2 (ppm)
2022:4:10:21:28:34,63.00,22.90,22.48,983.31,260.10,455.90
2022:4:10:21:28:36,63.00,22.90,22.47,983.31,260.03,455.90
2022:4:10:21:28:38,63.00,22.90,22.47,983.33,259.84,455.90
2022:4:10:21:28:40,63.00,22.90,22.48,983.31,260.08,455.90
2022:4:10:21:28:42,63.00,22.90,22.47,983.30,260.11,455.90
2022:4:10:21:28:44,63.00,22.90,22.47,983.33,259.90,455.90
2022:4:10:21:28:46,63.00,22.90,22.45,983.35,259.68,455.90
2022:4:10:21:28:48,63.00,22.90,22.44,983.31,260.02,455.90
2022:4:10:21:28:50,63.00,22.90,22.44,983.32,259.96,455.90
2022:4:10:21:28:52,63.00,22.90,22.43,983.34,259.79,455.90
2022:4:10:21:28:54,63.00,22.90,22.42,983.35,259.64,455.90
2022:4:10:21:28:56,63.00,22.90,22.42,983.32,259.96,455.90
2022:4:10:21:28:59,63.00,22.90,22.42,983.31,259.99,455.90
2022:4:10:21:29:1,63.00,22.90,22.42,983.30,260.06,455.90
2022:4:10:21:29:3,63.00,22.90,22.44,983.35,259.66,455.90
2022:4:10:21:29:5,63.00,22.90,22.44,983.30,260.13,455.90
2022:4:10:21:29:7,63.00,22.90,22.43,983.31,260.00,455.90
2022:4:10:21:29:9,63.00,22.90,22.44,983.33,259.85,455.90
2022:4:10:21:29:11,63.00,22.90,22.45,983.33,259.90,455.90
2022:4:10:21:29:13,64.00,22.90,22.45,983.32,259.99,455.90
2022:4:10:21:29:15,64.00,22.90,22.46,983.33,259.89,455.90
2022:4:10:21:29:17,64.00,22.90,22.45,983.33,259.90,455.90
2022:4:10:21:29:19,64.00,22.90,22.46,983.35,259.73,455.90
2022:4:10:21:29:21,64.00,22.90,22.46,983.33,259.84,455.90
2022:4:10:21:29:24,64.00,22.90,22.45,983.34,259.78,455.90
2022:4:10:21:29:26,64.00,22.90,22.46,983.34,259.82,455.90
2022:4:10:21:29:28,64.00,22.90,22.45,983.34,259.75,455.90
2022:4:10:21:29:30,64.00,22.90,22.45,983.34,259.78,455.90
2022:4:10:21:29:32,64.00,22.90,22.46,983.30,260.12,455.90
2022:4:10:21:29:34,64.00,22.90,22.46,983.32,259.96,455.90
2022:4:10:21:29:36,64.00,22.90,22.47,983.32,259.98,455.90
2022:4:10:21:29:38,64.00,22.90,22.47,983.33,259.84,455.90
2022:4:10:21:29:40,64.00,22.90,22.49,983.35,259.76,455.90
2022:4:10:21:29:42,64.00,22.90,22.49,983.33,259.90,455.90
2022:4:10:21:29:44,64.00,22.90,22.50,983.31,260.10,455.90
2022:4:10:21:29:46,64.00,22.90,22.50,983.34,259.84,455.90
2022:4:10:21:29:48,64.00,22.90,22.50,983.31,260.09,455.90
2022:4:10:21:29:51,64.00,22.90,22.51,983.29,260.26,455.90
2022:4:10:21:29:53,64.00,22.90,22.52,983.33,259.92,455.90
2022:4:10:21:29:55,64.00,22.90,22.52,983.29,260.28,455.90
2022:4:10:21:29:57,64.00,22.90,22.53,983.34,259.82,455.90
2022:4:10:21:29:59,64.00,22.90,22.53,983.31,260.13,455.90
2022:4:10:21:30:1,64.00,22.90,22.54,983.30,260.22,455.90
2022:4:10:21:30:3,64.00,22.90,22.54,983.32,260.00,455.90
2022:4:10:21:30:5,64.00,22.90,22.55,983.33,259.98,455.90
2022:4:10:21:30:7,64.00,22.90,22.55,983.32,260.04,455.90
2022:4:10:21:30:9,64.00,22.90,22.55,983.32,260.01,455.90
2022:4:10:21:30:11,64.00,22.90,22.57,983.32,260.03,455.90
2022:4:10:21:30:13,64.00,22.90,22.57,983.32,260.06,455.90
2022:4:10:21:30:16,64.00,22.90,22.57,983.35,259.78,455.90
2022:4:10:21:30:18,64.00,22.90,22.58,983.32,260.05,455.90
2022:4:10:21:30:20,64.00,22.90,22.58,983.33,259.99,455.90
2022:4:10:21:30:22,64.00,22.90,22.58,983.32,260.04,455.90
2022:4:10:21:30:24,64.00,22.90,22.59,983.34,259.92,455.90
2022:4:10:21:30:26,64.00,22.90,22.59,983.32,260.07,455.90
2022:4:10:21:30:28,64.00,22.90,22.60,983.32,260.12,455.90
2022:4:10:21:30:30,64.00,22.90,22.61,983.32,260.10,455.90
2022:4:10:21:30:32,64.00,22.90,22.60,983.34,259.94,455.90
2022:4:10:21:30:34,64.00,22.90,22.61,983.33,260.03,455.90
2022:4:10:21:30:36,64.00,22.90,22.61,983.32,260.05,455.90
2022:4:10:21:30:38,64.00,22.90,22.62,983.33,259.98,455.90
2022:4:10:21:30:41,64.00,22.90,22.63,983.32,260.07,455.90
2022:4:10:21:30:43,64.00,22.90,22.63,983.35,259.86,455.90
2022:4:10:21:30:45,64.00,22.90,22.63,983.33,260.05,455.90
2022:4:10:21:30:47,64.00,22.90,22.64,983.32,260.15,455.90
2022:4:10:21:30:49,64.00,22.90,22.63,983.32,260.08,455.90
2022:4:10:21:30:51,64.00,22.90,22.63,983.33,260.06,455.90
2022:4:10:21:30:53,64.00,22.90,22.64,983.33,260.00,455.90
2022:4:10:21:30:55,64.00,22.90,22.64,983.34,259.93,455.90
2022:4:10:21:30:57,64.00,22.90,22.64,983.31,260.17,455.90
2022:4:10:21:30:59,64.00,22.90,22.65,983.31,260.25,455.90
2022:4:10:21:31:1,64.00,22.90,22.65,983.34,260.00,455.90
2022:4:10:21:31:3,64.00,22.90,22.66,983.33,260.07,455.90
2022:4:10:21:31:5,64.00,22.90,22.67,983.34,259.98,455.90
2022:4:10:21:31:8,64.00,22.90,22.69,983.31,260.22,455.90
2022:4:10:21:31:10,64.00,22.90,22.68,983.34,259.94,455.90
2022:4:10:21:31:12,64.00,22.90,22.69,983.34,259.98,455.90
2022:4:10:21:31:14,64.00,22.90,22.69,983.34,259.94,455.90
2022:4:10:21:31:16,64.00,22.90,22.70,983.34,259.96,455.90
2022:4:10:21:31:18,64.00,22.90,22.70,983.32,260.20,455.90
2022:4:10:21:31:20,64.00,22.90,22.70,983.37,259.76,455.90
2022:4:10:21:31:22,64.00,22.90,22.70,983.35,259.90,455.90
2022:4:10:21:31:24,64.00,22.90,22.70,983.32,260.14,455.90
2022:4:10:21:31:26,64.00,22.90,22.71,983.35,259.88,455.90
2022:4:10:21:31:28,64.00,22.90,22.71,983.34,259.98,455.90
2022:4:10:21:31:30,64.00,22.90,22.71,983.37,259.78,455.90
2022:4:10:21:31:33,64.00,22.90,22.72,983.35,259.90,455.90
2022:4:10:21:31:35,64.00,22.90,22.73,983.36,259.81,455.90
2022:4:10:21:31:37,64.00,22.90,22.73,983.33,260.09,455.90
2022:4:10:21:31:39,64.00,22.90,22.74,983.37,259.80,455.90
2022:4:10:21:31:41,64.00,22.90,22.75,983.36,259.90,455.90
2022:4:10:21:31:43,64.00,22.90,22.75,983.35,259.93,455.90
2022:4:10:21:31:45,64.00,23.00,22.75,983.36,259.88,471.34
2022:4:10:21:31:47,64.00,23.00,22.76,983.35,259.96,455.90
2022:4:10:21:31:49,64.00,23.00,22.76,983.38,259.67,471.34
2022:4:10:21:31:51,64.00,23.00,22.76,983.37,259.81,471.34
2022:4:10:21:31:53,64.00,23.00,22.76,983.39,259.61,455.90
2022:4:10:21:31:55,64.00,23.00,22.75,983.34,260.01,471.34
2022:4:10:21:31:58,64.00,23.00,22.75,983.34,260.05,471.34
2022:4:10:21:32:0,64.00,23.00,22.75,983.34,260.07,471.34
2022:4:10:21:32:2,64.00,23.00,22.76,983.35,259.98,471.34
2022:4:10:21:32:4,64.00,23.00,22.76,983.36,259.87,471.34
2022:4:10:21:32:6,64.00,23.00,22.76,983.37,259.79,471.34
2022:4:10:21:32:8,64.00,23.00,22.77,983.36,259.92,471.34
2022:4:10:21:32:10,64.00,22.90,22.78,983.36,259.93,471.34
2022:4:10:21:32:12,64.00,23.00,22.78,983.35,259.99,471.34
2022:4:10:21:32:14,64.00,23.00,22.79,983.33,260.15,471.34
2022:4:10:21:32:16,64.00,23.00,22.79,983.36,259.92,471.34
2022:4:10:21:32:18,64.00,23.00,22.80,983.33,260.19,471.34
2022:4:10:21:32:20,64.00,23.00,22.81,983.36,259.94,471.34
2022:4:10:21:32:22,64.00,23.00,22.81,983.35,259.97,471.34
2022:4:10:21:32:25,64.00,23.00,22.82,983.35,260.03,471.34
2022:4:10:21:32:27,64.00,23.00,22.82,983.33,260.16,471.34
2022:4:10:21:32:29,64.00,23.00,22.83,983.35,260.05,471.34
2022:4:10:21:32:31,64.00,23.00,22.83,983.32,260.26,471.34
2022:4:10:21:32:33,64.00,23.00,22.85,983.36,259.99,471.34
2022:4:10:21:32:35,64.00,23.00,22.85,983.33,260.19,471.34
2022:4:10:21:32:37,64.00,23.00,22.86,983.35,260.08,471.34
2022:4:10:21:32:39,64.00,23.00,22.87,983.34,260.13,471.34
2022:4:10:21:32:41,64.00,23.00,22.88,983.34,260.13,471.34
2022:4:10:21:32:43,64.00,23.00,22.89,983.34,260.19,471.34
2022:4:10:21:32:45,64.00,23.00,22.90,983.33,260.28,471.34
2022:4:10:21:32:47,64.00,23.00,22.91,983.35,260.08,471.34
2022:4:10:21:32:50,64.00,23.00,22.92,983.35,260.08,471.34
2022:4:10:21:32:52,64.00,23.00,22.93,983.33,260.25,471.34
2022:4:10:21:32:54,64.00,23.00,22.93,983.35,260.13,487.13
2022:4:10:21:32:56,64.00,23.10,22.94,983.35,260.08,471.34
2022:4:10:21:32:58,64.00,23.10,22.94,983.36,260.00,471.34
2022:4:10:21:33:0,64.00,23.10,22.95,983.36,260.05,471.34
2022:4:10:21:33:2,64.00,23.10,22.95,983.35,260.17,471.34
2022:4:10:21:33:4,64.00,23.00,22.96,983.38,259.86,471.34
2022:4:10:21:33:6,64.00,23.00,22.95,983.32,260.38,471.34
2022:4:10:21:33:8,64.00,23.10,22.94,983.34,260.19,471.34
2022:4:10:21:33:10,64.00,23.00,22.94,983.36,259.99,471.34
2022:4:10:21:33:12,64.00,23.10,22.93,983.33,260.29,471.34
2022:4:10:21:33:15,64.00,23.10,22.93,983.34,260.21,471.34
2022:4:10:21:33:17,64.00,23.10,22.93,983.33,260.32,471.34
2022:4:10:21:33:19,64.00,23.10,22.92,983.34,260.23,471.34
2022:4:10:21:33:21,64.00,23.00,22.91,983.35,260.05,471.34
2022:4:10:21:33:23,64.00,23.00,22.90,983.37,259.93,471.34
2022:4:10:21:33:25,64.00,23.00,22.90,983.35,260.08,471.34
2022:4:10:21:33:27,64.00,23.00,22.89,983.34,260.20,471.34
2022:4:10:21:33:29,64.00,23.10,22.89,983.35,260.10,471.34
2022:4:10:21:33:31,64.00,23.10,22.89,983.37,259.90,471.34
2022:4:10:21:33:33,64.00,23.10,22.89,983.37,259.89,471.34
2022:4:10:21:33:35,64.00,23.10,22.89,983.37,259.89,471.34
2022:4:10:21:33:37,64.00,23.10,22.89,983.36,259.95,471.34
2022:4:10:21:33:39,64.00,23.10,22.89,983.34,260.20,471.34
2022:4:10:21:33:42,64.00,23.10,22.89,983.32,260.31,471.34
2022:4:10:21:33:44,64.00,23.10,22.90,983.35,260.09,471.34
2022:4:10:21:33:46,64.00,23.10,22.89,983.35,260.05,455.90
2022:4:10:21:33:48,64.00,23.10,22.90,983.34,260.14,455.90
2022:4:10:21:33:50,64.00,23.10,22.90,983.37,259.88,455.90
2022:4:10:21:33:52,64.00,23.10,22.90,983.37,259.89,471.34
2022:4:10:21:33:54,64.00,23.10,22.89,983.39,259.68,455.90
2022:4:10:21:33:56,64.00,23.10,22.90,983.35,260.07,471.34
2022:4:10:21:33:58,64.00,23.00,22.90,983.36,259.97,471.34
2022:4:10:21:34:0,64.00,23.00,22.89,983.36,260.00,471.34
2022:4:10:21:34:2,64.00,23.10,22.88,983.34,260.15,455.90
2022:4:10:21:34:4,63.00,23.10,22.89,983.37,259.86,455.90
2022:4:10:21:34:7,63.00,23.10,22.88,983.36,259.94,455.90
2022:4:10:21:34:9,63.00,23.00,22.88,983.36,259.98,455.90
2022:4:10:21:34:11,63.00,23.10,22.88,983.38,259.79,455.90
2022:4:10:21:34:13,63.00,23.10,22.88,983.37,259.86,455.90
2022:4:10:21:34:15,63.00,23.10,22.88,983.37,259.85,455.90
2022:4:10:21:34:17,63.00,23.10,22.88,983.36,259.93,455.90
2022:4:10:21:34:19,63.00,23.10,22.87,983.37,259.85,455.90
2022:4:10:21:34:21,63.00,23.00,22.88,983.39,259.67,455.90
2022:4:10:21:34:23,63.00,23.00,22.88,983.37,259.87,455.90
2022:4:10:21:34:25,63.00,23.00,22.87,983.36,259.95,455.90
2022:4:10:21:34:27,63.00,23.00,22.87,983.37,259.87,455.90
2022:4:10:21:34:29,63.00,23.00,22.88,983.37,259.84,455.90
2022:4:10:21:34:32,63.00,23.10,22.87,983.39,259.71,455.90
2022:4:10:21:34:34,63.00,23.00,22.87,983.35,260.05,455.90
2022:4:10:21:34:36,63.00,23.00,22.86,983.37,259.89,471.34
2022:4:10:21:34:38,63.00,23.10,22.86,983.42,259.45,455.90
2022:4:10:21:34:40,63.00,23.00,22.83,983.36,259.94,455.90
2022:4:10:21:34:42,63.00,23.00,22.81,983.39,259.63,455.90
2022:4:10:21:34:44,63.00,23.00,22.80,983.38,259.70,455.90
2022:4:10:21:34:46,63.00,23.00,22.79,983.38,259.73,455.90
2022:4:10:21:34:48,63.00,23.00,22.78,983.38,259.75,455.90
2022:4:10:21:34:50,63.00,23.00,22.77,983.38,259.75,455.90
2022:4:10:21:34:52,63.00,23.10,22.77,983.38,259.69,455.90
2022:4:10:21:34:54,63.00,23.10,22.75,983.37,259.75,455.90
2022:4:10:21:34:56,63.00,23.00,22.74,983.37,259.78,455.90
2022:4:10:21:34:59,63.00,23.00,22.73,983.37,259.72,455.90
2022:4:10:21:35:1,63.00,23.00,22.74,983.41,259.42,455.90
2022:4:10:21:35:3,63.00,23.00,22.73,983.37,259.73,455.90
2022:4:10:21:35:5,63.00,23.00,22.73,983.38,259.69,455.90
2022:4:10:21:35:7,63.00,23.00,22.73,983.36,259.88,455.90
2022:4:10:21:35:9,63.00,23.00,22.75,983.38,259.71,455.90
2022:4:10:21:35:11,63.00,23.10,22.75,983.39,259.58,455.90
2022:4:10:21:35:13,63.00,23.00,22.75,983.38,259.65,455.90
2022:4:10:21:35:15,63.00,23.00,22.76,983.38,259.69,455.90
2022:4:10:21:35:17,63.00,23.00,22.77,983.39,259.65,455.90
2022:4:10:21:35:19,63.00,23.00,22.77,983.37,259.81,455.90
2022:4:10:21:35:21,63.00,23.00,22.77,983.39,259.59,455.90
2022:4:10:21:35:24,63.00,23.00,22.78,983.42,259.33,455.90
2022:4:10:21:35:26,63.00,23.00,22.79,983.38,259.75,455.90
2022:4:10:21:35:28,63.00,23.00,22.79,983.39,259.62,455.90
2022:4:10:21:35:30,63.00,23.00,22.81,983.43,259.32,455.90
2022:4:10:21:35:32,63.00,23.00,22.81,983.42,259.38,455.90
2022:4:10:21:35:34,63.00,23.00,22.82,983.41,259.47,455.90
2022:4:10:21:35:36,63.00,23.00,22.82,983.40,259.54,455.90
2022:4:10:21:35:38,63.00,23.00,22.82,983.39,259.66,455.90
2022:4:10:21:35:40,63.00,23.00,22.82,983.41,259.51,455.90
2022:4:10:21:35:42,63.00,23.00,22.82,983.39,259.62,455.90
2022:4:10:21:35:44,63.00,23.00,22.82,983.39,259.67,455.90
2022:4:10:21:35:46,63.00,23.00,22.83,983.41,259.52,455.90
2022:4:10:21:35:49,63.00,23.00,22.82,983.39,259.67,455.90
2022:4:10:21:35:51,63.00,23.00,22.82,983.40,259.56,455.90
2022:4:10:21:35:53,63.00,23.10,22.83,983.40,259.61,455.90
2022:4:10:21:35:55,63.00,23.00,22.83,983.40,259.58,455.90
2022:4:10:21:35:57,63.00,23.00,22.83,983.38,259.71,455.90
2022:4:10:21:35:59,63.00,23.00,22.84,983.41,259.46,455.90
2022:4:10:21:36:1,63.00,23.00,22.84,983.37,259.88,455.90
2022:4:10:21:36:3,63.00,23.00,22.85,983.40,259.56,471.34
2022:4:10:21:36:5,63.00,23.00,22.85,983.42,259.39,455.90
2022:4:10:21:36:7,63.00,23.00,22.85,983.41,259.55,455.90
2022:4:10:21:36:9,63.00,23.00,22.86,983.41,259.48,455.90
2022:4:10:21:36:11,63.00,23.00,22.86,983.43,259.34,471.34
2022:4:10:21:36:13,63.00,23.00,22.87,983.42,259.43,455.90
2022:4:10:21:36:16,63.00,23.00,22.88,983.42,259.45,455.90
2022:4:10:21:36:18,63.00,23.00,22.88,983.41,259.56,455.90
2022:4:10:21:36:20,63.00,23.00,22.89,983.42,259.41,455.90
2022:4:10:21:36:22,63.00,23.00,22.89,983.43,259.35,471.34
2022:4:10:21:36:24,63.00,23.00,22.90,983.45,259.22,471.34
2022:4:10:21:36:26,63.00,23.00,22.89,983.41,259.53,471.34
2022:4:10:21:36:28,63.00,23.00,22.89,983.39,259.70,471.34
2022:4:10:21:36:30,63.00,23.10,22.90,983.45,259.21,471.34
2022:4:10:21:36:32,63.00,23.10,22.88,983.41,259.50,471.34
2022:4:10:21:36:34,63.00,23.00,22.88,983.41,259.56,471.34
2022:4:10:21:36:36,64.00,23.00,22.89,983.44,259.27,471.34
2022:4:10:21:36:38,64.00,23.10,22.89,983.41,259.54,471.34
2022:4:10:21:36:41,64.00,23.10,22.88,983.39,259.71,471.34
2022:4:10:21:36:43,64.00,23.10,22.89,983.39,259.73,471.34
2022:4:10:21:36:45,64.00,23.10,22.89,983.39,259.71,471.34
2022:4:10:21:36:47,64.00,23.10,22.89,983.40,259.62,471.34
2022:4:10:21:36:49,64.00,23.10,22.87,983.39,259.71,471.34
2022:4:10:21:36:51,64.00,23.10,22.85,983.41,259.48,471.34
2022:4:10:21:36:53,64.00,23.10,22.85,983.44,259.28,471.34
2022:4:10:21:36:55,64.00,23.10,22.85,983.44,259.23,471.34
2022:4:10:21:36:57,64.00,23.10,22.84,983.42,259.40,471.34
2022:4:10:21:36:59,64.00,23.10,22.85,983.43,259.35,471.34
2022:4:10:21:37:1,64.00,23.10,22.85,983.41,259.50,471.34
2022:4:10:21:37:3,64.00,23.10,22.84,983.43,259.34,471.34
2022:4:10:21:37:6,64.00,23.10,22.85,983.40,259.61,471.34
2022:4:10:21:37:8,64.00,23.10,22.86,983.43,259.36,471.34
2022:4:10:21:37:10,64.00,23.10,22.86,983.38,259.78,471.34
2022:4:10:21:37:12,64.00,23.10,22.86,983.40,259.57,471.34
2022:4:10:21:37:14,64.00,23.10,22.87,983.43,259.37,471.34
2022:4:10:21:37:16,64.00,23.10,22.87,983.40,259.58,471.34
2022:4:10:21:37:18,64.00,23.10,22.87,983.43,259.35,471.34
2022:4:10:21:37:20,64.00,23.10,22.88,983.41,259.55,471.34
2022:4:10:21:37:22,63.00,23.10,22.89,983.40,259.64,471.34
2022:4:10:21:37:24,63.00,23.10,22.89,983.41,259.53,471.34
2022:4:10:21:37:26,63.00,23.10,22.89,983.42,259.46,471.34
2022:4:10:21:37:28,64.00,23.10,22.89,983.41,259.50,471.34
2022:4:10:21:37:30,64.00,23.10,22.90,983.41,259.55,471.34
2022:4:10:21:37:33,64.00,23.10,22.91,983.40,259.65,471.34
2022:4:10:21:37:35,64.00,23.10,22.90,983.39,259.77,471.34
2022:4:10:21:37:37,64.00,23.10,22.91,983.38,259.78,471.34
2022:4:10:21:37:39,64.00,23.10,22.91,983.41,259.52,471.34
2022:4:10:21:37:41,64.00,23.10,22.92,983.42,259.52,471.34
2022:4:10:21:37:43,64.00,23.10,22.92,983.41,259.60,471.34
2022:4:10:21:37:45,64.00,23.10,22.92,983.39,259.72,471.34
2022:4:10:21:37:47,64.00,23.10,22.92,983.41,259.53,471.34
2022:4:10:21:37:49,64.00,23.10,22.93,983.43,259.39,471.34
2022:4:10:21:37:51,64.00,23.10,22.93,983.43,259.42,471.34
2022:4:10:21:37:53,64.00,23.10,22.93,983.41,259.56,471.34
2022:4:10:21:37:55,64.00,23.10,22.94,983.41,259.56,471.34
2022:4:10:21:37:58,64.00,23.10,22.94,983.44,259.35,471.34
2022:4:10:21:38:0,64.00,23.10,22.94,983.40,259.68,471.34
2022:4:10:21:38:2,64.00,23.10,22.94,983.42,259.52,471.34
2022:4:10:21:38:4,64.00,23.10,22.93,983.41,259.55,471.34
2022:4:10:21:38:6,64.00,23.10,22.92,983.39,259.72,471.34
2022:4:10:21:38:8,64.00,23.10,22.92,983.39,259.73,471.34
2022:4:10:21:38:10,64.00,23.10,22.91,983.41,259.55,471.34
2022:4:10:21:38:12,64.00,23.10,22.90,983.42,259.50,471.34
2022:4:10:21:38:14,64.00,23.10,22.91,983.40,259.68,471.34
2022:4:10:21:38:16,64.00,23.10,22.92,983.40,259.68,471.34
2022:4:10:21:38:18,64.00,23.10,22.92,983.43,259.40,471.34
2022:4:10:21:38:20,64.00,23.10,22.91,983.38,259.82,471.34
2022:4:10:21:38:23,64.00,23.10,22.92,983.40,259.64,471.34
2022:4:10:21:38:25,64.00,23.10,22.93,983.40,259.68,471.34
2022:4:10:21:38:27,64.00,23.10,22.93,983.41,259.56,471.34
2022:4:10:21:38:29,64.00,23.10,22.94,983.41,259.59,471.34
2022:4:10:21:38:31,64.00,23.10,22.94,983.41,259.62,471.34
2022:4:10:21:38:33,64.00,23.10,22.93,983.39,259.75,471.34
2022:4:10:21:38:35,64.00,23.10,22.93,983.43,259.42,471.34
2022:4:10:21:38:37,64.00,23.10,22.94,983.41,259.56,471.34
2022:4:10:21:38:39,64.00,23.10,22.93,983.42,259.49,471.34
2022:4:10:21:38:41,64.00,23.10,22.93,983.43,259.39,471.34
2022:4:10:21:38:43,63.00,23.10,22.93,983.44,259.34,471.34
2022:4:10:21:38:45,63.00,23.10,22.93,983.43,259.38,471.34
2022:4:10:21:38:47,63.00,23.10,22.93,983.40,259.71,471.34
2022:4:10:21:38:50,63.00,23.10,22.94,983.45,259.25,471.34
2022:4:10:21:38:52,63.00,23.10,22.94,983.42,259.48,471.34
2022:4:10:21:38:54,63.00,23.10,22.94,983.44,259.31,471.34
2022:4:10:21:38:56,63.00,23.10,22.94,983.40,259.66,471.34
2022:4:10:21:38:58,63.00,23.10,22.94,983.41,259.56,471.34
2022:4:10:21:39:0,63.00,23.10,22.94,983.43,259.40,471.34
2022:4:10:21:39:2,63.00,23.10,22.94,983.44,259.31,471.34
2022:4:10:21:39:4,63.00,23.10,22.93,983.44,259.35,471.34
2022:4:10:21:39:6,63.00,23.10,22.93,983.44,259.32,471.34
2022:4:10:21:39:8,63.00,23.10,22.91,983.43,259.37,471.34
2022:4:10:21:39:10,63.00,23.10,22.92,983.43,259.35,471.34
2022:4:10:21:39:12,63.00,23.10,22.91,983.42,259.47,471.34
2022:4:10:21:39:15,63.00,23.10,22.92,983.42,259.48,471.34
2022:4:10:21:39:17,63.00,23.10,22.90,983.42,259.42,471.34
2022:4:10:21:39:19,63.00,23.10,22.89,983.40,259.59,455.90
2022:4:10:21:39:21,63.00,23.10,22.89,983.44,259.29,471.34
2022:4:10:21:39:23,63.00,23.20,22.89,983.41,259.57,471.34
2022:4:10:21:39:25,63.00,23.10,22.89,983.43,259.39,455.90
2022:4:10:21:39:27,63.00,23.10,22.90,983.41,259.53,471.34
2022:4:10:21:39:29,63.00,23.20,22.90,983.44,259.30,455.90
2022:4:10:21:39:31,63.00,23.10,22.87,983.41,259.53,471.34
2022:4:10:21:39:33,63.00,23.10,22.85,983.40,259.64,471.34
2022:4:10:21:39:35,63.00,23.10,22.84,983.43,259.35,455.90
2022:4:10:21:39:37,63.00,23.10,22.83,983.44,259.23,455.90
2022:4:10:21:39:40,63.00,23.10,22.82,983.43,259.29,471.34
2022:4:10:21:39:42,63.00,23.10,22.82,983.44,259.20,471.34
2022:4:10:21:39:44,63.00,23.10,22.82,983.43,259.26,471.34
2022:4:10:21:39:46,63.00,23.10,22.81,983.42,259.42,455.90
2022:4:10:21:39:48,63.00,23.10,22.81,983.42,259.41,455.90
2022:4:10:21:39:50,63.00,23.10,22.80,983.44,259.19,455.90
2022:4:10:21:39:52,63.00,23.10,22.81,983.44,259.17,455.90
2022:4:10:21:39:54,63.00,23.10,22.80,983.46,259.01,455.90
2022:4:10:21:39:56,63.00,23.10,22.81,983.49,258.78,455.90
2022:4:10:21:39:58,63.00,23.10,22.80,983.45,259.14,455.90
2022:4:10:21:40:0,63.00,23.10,22.81,983.46,259.01,455.90
2022:4:10:21:40:2,63.00,23.10,22.81,983.44,259.17,455.90
2022:4:10:21:40:5,63.00,23.10,22.81,983.44,259.17,455.90
2022:4:10:21:40:7,63.00,23.10,22.82,983.47,258.93,455.90
2022:4:10:21:40:9,63.00,23.10,22.82,983.48,258.89,455.90
2022:4:10:21:40:11,63.00,23.10,22.83,983.46,259.04,471.34
2022:4:10:21:40:13,63.00,23.10,22.83,983.44,259.25,471.34
2022:4:10:21:40:15,63.00,23.10,22.83,983.43,259.30,455.90
2022:4:10:21:40:17,63.00,23.10,22.83,983.45,259.18,455.90
2022:4:10:21:40:19,63.00,23.10,22.84,983.46,259.04,455.90
2022:4:10:21:40:21,63.00,23.10,22.84,983.47,258.97,471.34
2022:4:10:21:40:23,63.00,23.10,22.84,983.48,258.91,455.90
2022:4:10:21:40:25,63.00,23.10,22.85,983.47,259.00,455.90
2022:4:10:21:40:27,63.00,23.10,22.85,983.46,259.04,455.90
2022:4:10:21:40:29,63.00,23.10,22.85,983.44,259.23,455.90
2022:4:10:21:40:32,63.00,23.10,22.86,983.46,259.06,455.90
2022:4:10:21:40:34,63.00,23.10,22.87,983.47,259.00,455.90
2022:4:10:21:40:36,63.00,23.10,22.87,983.48,258.88,455.90
2022:4:10:21:40:38,63.00,23.10,22.87,983.46,259.04,455.90
2022:4:10:21:40:40,63.00,23.10,22.87,983.43,259.33,455.90
2022:4:10:21:40:42,63.00,23.10,22.88,983.46,259.05,455.90
2022:4:10:21:40:44,63.00,23.10,22.87,983.49,258.82,455.90
2022:4:10:21:40:46,63.00,23.10,22.87,983.47,258.96,455.90
2022:4:10:21:40:48,63.00,23.10,22.87,983.46,259.12,455.90
2022:4:10:21:40:50,63.00,23.10,22.86,983.48,258.88,471.34
2022:4:10:21:40:52,63.00,23.10,22.85,983.48,258.92,455.90
2022:4:10:21:40:54,63.00,23.10,22.86,983.49,258.84,471.34
2022:4:10:21:40:57,63.00,23.10,22.85,983.45,259.18,471.34
2022:4:10:21:40:59,63.00,23.10,22.85,983.46,259.06,455.90
2022:4:10:21:41:1,63.00,23.10,22.86,983.48,258.93,455.90
2022:4:10:21:41:3,63.00,23.10,22.86,983.46,259.09,471.34
2022:4:10:21:41:5,63.00,23.10,22.86,983.47,258.96,455.90
2022:4:10:21:41:7,63.00,23.10,22.86,983.47,258.98,455.90
2022:4:10:21:41:9,63.00,23.10,22.86,983.45,259.12,455.90
2022:4:10:21:41:11,63.00,23.10,22.86,983.46,259.04,455.90
2022:4:10:21:41:13,63.00,23.10,22.87,983.46,259.04,455.90
2022:4:10:21:41:15,63.00,23.10,22.87,983.45,259.15,455.90
2022:4:10:21:41:17,63.00,23.10,22.87,983.48,258.92,455.90
2022:4:10:21:41:19,63.00,23.10,22.88,983.49,258.80,455.90
2022:4:10:21:41:22,63.00,23.10,22.87,983.48,258.91,455.90
2022:4:10:21:41:24,63.00,23.10,22.87,983.47,258.96,455.90
2022:4:10:21:41:26,63.00,23.10,22.88,983.46,259.06,471.34
2022:4:10:21:41:28,63.00,23.10,22.88,983.49,258.80,455.90
2022:4:10:21:41:30,63.00,23.10,22.89,983.50,258.78,455.90
2022:4:10:21:41:32,63.00,23.10,22.89,983.49,258.87,455.90
2022:4:10:21:41:34,63.00,23.10,22.88,983.50,258.70,455.90
