TimeStamp,Humedad (%), Temperatura(DHT), Temperatura (BMP), Presion (hPa), Altitud (m), CO2 (ppm)
2022:4:18:11:22:17,41.80,26.50,26.22,998.08,132.17,4776.48
2022:4:18:11:22:19,41.80,26.50,26.22,998.09,132.05,4776.48
2022:4:18:11:22:21,41.80,26.50,26.20,998.07,132.24,4848.41
2022:4:18:11:22:23,41.80,26.50,26.20,998.06,132.39,4776.48
2022:4:18:11:22:25,41.80,26.50,26.20,998.04,132.48,4776.48
2022:4:18:11:22:27,41.80,26.50,26.20,998.08,132.15,4848.41
2022:4:18:11:22:29,41.80,26.50,26.20,998.07,132.24,4848.41
2022:4:18:11:22:31,41.80,26.50,26.20,998.09,132.06,4848.41
2022:4:18:11:22:33,41.80,26.50,26.20,998.07,132.26,4848.41
2022:4:18:11:22:35,41.80,26.50,26.20,998.07,132.30,4848.41
2022:4:18:11:22:37,41.80,26.50,26.20,998.06,132.37,4921.06
2022:4:18:11:22:39,41.80,26.50,26.20,998.06,132.38,4921.06
2022:4:18:11:22:42,41.80,26.50,26.20,998.06,132.34,4921.06
2022:4:18:11:22:44,41.80,26.50,26.20,998.05,132.41,4921.06
2022:4:18:11:22:46,41.80,26.50,26.20,998.06,132.32,4994.43
2022:4:18:11:22:48,41.80,26.50,26.20,998.10,131.98,4921.06
2022:4:18:11:22:50,41.80,26.50,26.21,998.10,132.01,4848.41
2022:4:18:11:22:52,41.80,26.50,26.21,998.06,132.33,4848.41
2022:4:18:11:22:54,41.80,26.50,26.21,998.06,132.30,4848.41
2022:4:18:11:22:56,41.80,26.50,26.22,998.14,131.65,4921.06
2022:4:18:11:22:58,41.80,26.50,26.21,998.11,131.94,4994.43
2022:4:18:11:23:0,41.80,26.50,26.20,998.08,132.17,5068.53
2022:4:18:11:23:2,41.80,26.50,26.20,998.08,132.18,4994.43
2022:4:18:11:23:4,41.80,26.50,26.20,998.10,132.00,5068.53
2022:4:18:11:23:6,41.80,26.50,26.19,998.11,131.90,4994.43
2022:4:18:11:23:8,41.80,26.50,26.19,998.10,131.98,4921.06
2022:4:18:11:23:10,41.90,26.50,26.18,998.07,132.23,4994.43
2022:4:18:11:23:12,41.90,26.50,26.20,998.12,131.86,4994.43
2022:4:18:11:23:15,41.90,26.50,26.19,998.11,131.86,5218.91
2022:4:18:11:23:17,42.00,26.50,26.20,998.10,131.98,5295.21
2022:4:18:11:23:19,42.00,26.50,26.21,998.11,131.94,5143.36
2022:4:18:11:23:21,42.00,26.50,26.21,998.13,131.72,5143.36
2022:4:18:11:23:23,41.90,26.40,26.21,998.13,131.74,5218.91
2022:4:18:11:23:25,42.00,26.50,26.21,998.14,131.62,5218.91
2022:4:18:11:23:27,42.00,26.50,26.22,998.12,131.86,5218.91
2022:4:18:11:23:29,42.00,26.50,26.22,998.11,131.95,5143.36
2022:4:18:11:23:31,42.00,26.50,26.22,998.08,132.14,5143.36
2022:4:18:11:23:33,42.00,26.50,26.22,998.10,132.03,5295.21
2022:4:18:11:23:35,42.00,26.50,26.22,998.13,131.77,5295.21
2022:4:18:11:23:37,42.00,26.50,26.23,998.11,131.90,5295.21
2022:4:18:11:23:39,42.00,26.50,26.22,998.14,131.67,5295.21
2022:4:18:11:23:41,42.00,26.50,26.23,998.10,132.00,5295.21
2022:4:18:11:23:43,42.10,26.50,26.24,998.11,131.88,5372.24
2022:4:18:11:23:45,42.10,26.50,26.25,998.12,131.86,5450.02
2022:4:18:11:23:48,42.20,26.50,26.25,998.10,131.99,5295.21
2022:4:18:11:23:50,42.20,26.50,26.25,998.12,131.86,5372.24
2022:4:18:11:23:52,42.20,26.50,26.26,998.09,132.11,5450.02
2022:4:18:11:23:54,42.20,26.50,26.26,998.11,131.94,5295.21
2022:4:18:11:23:56,42.20,26.50,26.26,998.12,131.82,5372.24
2022:4:18:11:23:58,42.20,26.50,26.27,998.13,131.78,5218.91
2022:4:18:11:24:0,42.20,26.50,26.27,998.13,131.74,5218.91
2022:4:18:11:24:2,42.20,26.50,26.27,998.12,131.81,5218.91
2022:4:18:11:24:4,42.20,26.50,26.28,998.13,131.76,5218.91
2022:4:18:11:24:6,42.20,26.50,26.29,998.11,131.94,5218.91
2022:4:18:11:24:8,42.20,26.50,26.28,998.10,132.00,5372.24
2022:4:18:11:24:10,42.20,26.50,26.28,998.11,131.93,5295.21
2022:4:18:11:24:12,42.20,26.50,26.29,998.12,131.82,5295.21
2022:4:18:11:24:14,42.20,26.50,26.28,998.12,131.88,5295.21
2022:4:18:11:24:16,42.10,26.50,26.29,998.13,131.76,5295.21
2022:4:18:11:24:19,42.10,26.50,26.28,998.13,131.80,5295.21
2022:4:18:11:24:21,42.10,26.50,26.28,998.13,131.74,5295.21
2022:4:18:11:24:23,42.10,26.50,26.27,998.14,131.70,5372.24
2022:4:18:11:24:25,42.10,26.50,26.28,998.15,131.63,5295.21
2022:4:18:11:24:27,42.10,26.50,26.28,998.18,131.36,5295.21
2022:4:18:11:24:29,42.10,26.50,26.29,998.17,131.38,5295.21
2022:4:18:11:24:31,42.10,26.50,26.28,998.13,131.75,5372.24
2022:4:18:11:24:33,42.20,26.60,26.29,998.17,131.42,5528.55
2022:4:18:11:24:35,42.10,26.50,26.29,998.15,131.55,5450.02
2022:4:18:11:24:37,42.20,26.60,26.29,998.14,131.71,5372.24
2022:4:18:11:24:39,42.10,26.50,26.30,998.14,131.68,5450.02
2022:4:18:11:24:41,42.10,26.50,26.29,998.13,131.76,5687.86
2022:4:18:11:24:43,42.10,26.50,26.29,998.13,131.80,5607.82
2022:4:18:11:24:45,42.10,26.60,26.28,998.14,131.69,5687.86
2022:4:18:11:24:47,42.00,26.50,26.29,998.12,131.89,5143.36
2022:4:18:11:24:49,42.10,26.60,26.29,998.12,131.86,5068.53
2022:4:18:11:24:52,42.10,26.60,26.29,998.10,132.01,5218.91
2022:4:18:11:24:54,42.10,26.60,26.29,998.10,132.04,5295.21
2022:4:18:11:24:56,42.10,26.60,26.29,998.12,131.85,5295.21
2022:4:18:11:24:58,42.10,26.60,26.29,998.09,132.08,5450.02
2022:4:18:11:25:0,42.10,26.60,26.31,998.13,131.75,5450.02
2022:4:18:11:25:2,42.10,26.60,26.30,998.14,131.70,5450.02
2022:4:18:11:25:4,42.00,26.50,26.30,998.13,131.77,5372.24
2022:4:18:11:25:6,42.10,26.60,26.29,998.10,131.99,5450.02
2022:4:18:11:25:8,42.10,26.60,26.30,998.14,131.65,5372.24
2022:4:18:11:25:10,42.10,26.60,26.30,998.11,131.99,5372.24
2022:4:18:11:25:12,42.00,26.50,26.30,998.13,131.75,5372.24
2022:4:18:11:25:14,42.00,26.50,26.31,998.14,131.71,5372.24
2022:4:18:11:25:16,42.10,26.60,26.30,998.14,131.66,5372.24
2022:4:18:11:25:18,42.10,26.60,26.31,998.11,131.95,5372.24
2022:4:18:11:25:20,42.00,26.50,26.30,998.12,131.87,5450.02
2022:4:18:11:25:22,42.00,26.60,26.30,998.14,131.67,5372.24
2022:4:18:11:25:25,42.00,26.60,26.29,998.15,131.62,5450.02
2022:4:18:11:25:27,41.90,26.50,26.28,998.14,131.68,5450.02
2022:4:18:11:25:29,42.00,26.60,26.28,998.11,131.92,5372.24
2022:4:18:11:25:31,42.00,26.60,26.28,998.13,131.80,5372.24
2022:4:18:11:25:33,41.90,26.60,26.28,998.11,131.93,5372.24
2022:4:18:11:25:35,41.90,26.50,26.29,998.11,131.94,5295.21
2022:4:18:11:25:37,41.90,26.60,26.29,998.11,131.93,5218.91
2022:4:18:11:25:39,41.90,26.60,26.29,998.11,131.92,5218.91
2022:4:18:11:25:41,41.90,26.50,26.30,998.15,131.57,4994.43
2022:4:18:11:25:43,42.00,26.60,26.29,998.10,132.02,4994.43
2022:4:18:11:25:45,41.90,26.50,26.30,998.13,131.79,4994.43
2022:4:18:11:25:47,42.00,26.60,26.30,998.14,131.72,5068.53
2022:4:18:11:25:49,42.00,26.60,26.30,998.11,131.93,5143.36
2022:4:18:11:25:51,42.00,26.60,26.31,998.15,131.57,5068.53
2022:4:18:11:25:53,42.10,26.60,26.31,998.13,131.77,4994.43
2022:4:18:11:25:56,42.10,26.60,26.31,998.14,131.70,4848.41
2022:4:18:11:25:58,42.10,26.60,26.31,998.13,131.80,4776.48
2022:4:18:11:26:0,42.10,26.60,26.31,998.12,131.83,4848.41
2022:4:18:11:26:2,42.10,26.60,26.32,998.13,131.75,4921.06
2022:4:18:11:26:4,42.10,26.60,26.32,998.15,131.57,4994.43
2022:4:18:11:26:6,42.10,26.60,26.31,998.15,131.64,4921.06
2022:4:18:11:26:8,42.10,26.60,26.32,998.14,131.67,4848.41
2022:4:18:11:26:10,42.00,26.50,26.31,998.14,131.70,4994.43
2022:4:18:11:26:12,42.10,26.60,26.32,998.18,131.37,4921.06
2022:4:18:11:26:14,42.10,26.60,26.33,998.15,131.59,4994.43
2022:4:18:11:26:16,42.00,26.60,26.32,998.16,131.53,4994.43
2022:4:18:11:26:18,42.00,26.60,26.33,998.18,131.37,4921.06
2022:4:18:11:26:20,42.00,26.60,26.34,998.18,131.36,4994.43
2022:4:18:11:26:22,42.00,26.60,26.33,998.15,131.63,4921.06
2022:4:18:11:26:24,42.00,26.60,26.33,998.14,131.71,4994.43
2022:4:18:11:26:26,42.00,26.60,26.33,998.13,131.76,4921.06
2022:4:18:11:26:29,42.00,26.60,26.33,998.12,131.87,4994.43
2022:4:18:11:26:31,42.00,26.60,26.33,998.15,131.62,4921.06
2022:4:18:11:26:33,42.00,26.60,26.33,998.14,131.72,4921.06
2022:4:18:11:26:35,42.00,26.60,26.32,998.15,131.63,4994.43
2022:4:18:11:26:37,42.00,26.60,26.32,998.15,131.61,4921.06
2022:4:18:11:26:39,42.00,26.60,26.32,998.15,131.59,4848.41
2022:4:18:11:26:41,42.00,26.60,26.33,998.15,131.65,4994.43
2022:4:18:11:26:43,42.00,26.60,26.33,998.13,131.79,4921.06
2022:4:18:11:26:45,42.00,26.60,26.33,998.15,131.57,4921.06
2022:4:18:11:26:47,41.90,26.60,26.33,998.15,131.59,4921.06
2022:4:18:11:26:49,41.90,26.60,26.33,998.14,131.69,4994.43
2022:4:18:11:26:51,41.90,26.60,26.34,998.15,131.60,4921.06
2022:4:18:11:26:53,41.90,26.60,26.33,998.14,131.71,4994.43
2022:4:18:11:26:55,41.90,26.60,26.32,998.16,131.49,4994.43
2022:4:18:11:26:57,41.90,26.60,26.32,998.15,131.65,4921.06
2022:4:18:11:26:59,41.90,26.60,26.32,998.18,131.39,4994.43
2022:4:18:11:27:2,41.90,26.60,26.32,998.17,131.41,4921.06
2022:4:18:11:27:4,41.90,26.60,26.32,998.17,131.40,4921.06
2022:4:18:11:27:6,41.90,26.60,26.31,998.16,131.53,4921.06
2022:4:18:11:27:8,41.90,26.60,26.31,998.17,131.40,4921.06
2022:4:18:11:27:10,41.90,26.60,26.31,998.16,131.52,4848.41
2022:4:18:11:27:12,41.90,26.60,26.30,998.13,131.75,4848.41
2022:4:18:11:27:14,41.90,26.60,26.30,998.15,131.56,4848.41
2022:4:18:11:27:16,41.80,26.60,26.30,998.15,131.57,4848.41
2022:4:18:11:27:18,41.80,26.60,26.30,998.17,131.45,4848.41
2022:4:18:11:27:20,41.80,26.60,26.29,998.13,131.77,4994.43
2022:4:18:11:27:22,41.80,26.60,26.30,998.15,131.63,4921.06
2022:4:18:11:27:24,41.80,26.60,26.29,998.18,131.34,4921.06
2022:4:18:11:27:26,41.80,26.60,26.29,998.17,131.43,4921.06
2022:4:18:11:27:28,41.80,26.60,26.29,998.17,131.41,4921.06
2022:4:18:11:27:30,41.70,26.60,26.29,998.14,131.65,4921.06
2022:4:18:11:27:33,41.70,26.60,26.30,998.17,131.43,4921.06
2022:4:18:11:27:35,41.70,26.60,26.29,998.17,131.40,4921.06
2022:4:18:11:27:37,41.70,26.60,26.29,998.17,131.39,4921.06
2022:4:18:11:27:39,41.70,26.60,26.28,998.13,131.77,4921.06
2022:4:18:11:27:41,41.70,26.60,26.29,998.16,131.55,4921.06
2022:4:18:11:27:43,41.70,26.60,26.29,998.15,131.55,4921.06
2022:4:18:11:27:45,41.80,26.70,26.29,998.18,131.37,4921.06
2022:4:18:11:27:47,41.80,26.60,26.28,998.13,131.77,4994.43
2022:4:18:11:27:49,42.10,26.60,26.28,998.15,131.55,4921.06
2022:4:18:11:27:51,42.10,26.60,26.29,998.16,131.52,4921.06
2022:4:18:11:27:53,42.00,26.60,26.28,998.14,131.69,4994.43
2022:4:18:11:27:55,42.00,26.60,26.29,998.14,131.66,4921.06
2022:4:18:11:27:57,42.00,26.60,26.29,998.15,131.56,4921.06
2022:4:18:11:27:59,41.90,26.60,26.28,998.17,131.38,4921.06
2022:4:18:11:28:1,41.90,26.70,26.29,998.13,131.79,4921.06
2022:4:18:11:28:3,41.90,26.70,26.29,998.16,131.54,4921.06
2022:4:18:11:28:6,41.90,26.70,26.29,998.17,131.39,4921.06
2022:4:18:11:28:8,41.90,26.70,26.29,998.16,131.50,4848.41
2022:4:18:11:28:10,41.90,26.70,26.28,998.16,131.49,4848.41
2022:4:18:11:28:12,41.80,26.60,26.28,998.14,131.69,4848.41
2022:4:18:11:28:14,41.90,26.70,26.27,998.14,131.65,4921.06
2022:4:18:11:28:16,41.80,26.70,26.27,998.12,131.84,4848.41
2022:4:18:11:28:18,41.80,26.70,26.27,998.17,131.41,4921.06
2022:4:18:11:28:20,41.70,26.60,26.27,998.12,131.80,4921.06
2022:4:18:11:28:22,41.80,26.70,26.26,998.13,131.73,4848.41
2022:4:18:11:28:24,41.70,26.60,26.26,998.12,131.84,4848.41
2022:4:18:11:28:26,41.70,26.60,26.25,998.14,131.69,4848.41
2022:4:18:11:28:28,41.70,26.60,26.25,998.15,131.56,4776.48
2022:4:18:11:28:30,41.70,26.70,26.25,998.16,131.48,4848.41
2022:4:18:11:28:32,41.70,26.60,26.24,998.14,131.62,4776.48
2022:4:18:11:28:34,41.70,26.60,26.23,998.16,131.50,4848.41
2022:4:18:11:28:36,41.70,26.60,26.23,998.14,131.68,4848.41
2022:4:18:11:28:39,41.60,26.60,26.22,998.16,131.47,4848.41
2022:4:18:11:28:41,41.70,26.60,26.22,998.13,131.72,4848.41
2022:4:18:11:28:43,41.60,26.60,26.22,998.19,131.25,4848.41
2022:4:18:11:28:45,41.60,26.60,26.21,998.12,131.79,4776.48
2022:4:18:11:28:47,41.60,26.60,26.20,998.16,131.48,4776.48
2022:4:18:11:28:49,41.60,26.60,26.20,998.16,131.44,4776.48
2022:4:18:11:28:51,41.60,26.60,26.19,998.16,131.48,4848.41
2022:4:18:11:28:53,41.60,26.60,26.19,998.20,131.10,4848.41
2022:4:18:11:28:55,41.70,26.60,26.18,998.14,131.59,4776.48
2022:4:18:11:28:57,41.70,26.60,26.17,998.16,131.48,4848.41
2022:4:18:11:28:59,41.70,26.60,26.16,998.15,131.50,4848.41
2022:4:18:11:29:1,41.70,26.60,26.17,998.16,131.44,4776.48
2022:4:18:11:29:3,41.70,26.60,26.17,998.17,131.35,4848.41
2022:4:18:11:29:5,41.70,26.60,26.16,998.15,131.55,4776.48
2022:4:18:11:29:7,41.70,26.60,26.17,998.17,131.38,4848.41
2022:4:18:11:29:10,41.70,26.60,26.17,998.15,131.56,4848.41
2022:4:18:11:29:12,41.60,26.50,26.16,998.14,131.65,4776.48
2022:4:18:11:29:14,41.60,26.50,26.16,998.16,131.43,4776.48
2022:4:18:11:29:16,41.70,26.60,26.16,998.12,131.82,4776.48
2022:4:18:11:29:18,41.70,26.60,26.15,998.15,131.50,4848.41
2022:4:18:11:29:20,41.70,26.60,26.15,998.14,131.58,4776.48
2022:4:18:11:29:22,41.80,26.60,26.16,998.15,131.52,4776.48
2022:4:18:11:29:24,41.80,26.60,26.15,998.14,131.60,4776.48
2022:4:18:11:29:26,41.80,26.60,26.16,998.11,131.90,4848.41
2022:4:18:11:29:28,41.70,26.50,26.16,998.15,131.52,4848.41
2022:4:18:11:29:30,41.70,26.50,26.16,998.12,131.83,4848.41
2022:4:18:11:29:32,41.80,26.50,26.16,998.16,131.49,4848.41
2022:4:18:11:29:34,41.80,26.60,26.16,998.13,131.72,4776.48
2022:4:18:11:29:36,41.80,26.50,26.17,998.13,131.72,4776.48
2022:4:18:11:29:38,41.80,26.60,26.18,998.13,131.69,4776.48
2022:4:18:11:29:40,41.90,26.60,26.18,998.16,131.49,4634.76
2022:4:18:11:29:43,41.90,26.60,26.18,998.13,131.68,4634.76
2022:4:18:11:29:45,41.90,26.60,26.18,998.14,131.63,4705.27
2022:4:18:11:29:47,41.80,26.60,26.18,998.12,131.77,4848.41
2022:4:18:11:29:49,41.90,26.60,26.17,998.15,131.54,4848.41
2022:4:18:11:29:51,41.80,26.60,26.17,998.11,131.91,4776.48
2022:4:18:11:29:53,41.80,26.60,26.17,998.12,131.79,4776.48
2022:4:18:11:29:55,41.80,26.60,26.18,998.14,131.64,4848.41
2022:4:18:11:29:57,41.80,26.60,26.17,998.11,131.91,4776.48
2022:4:18:11:29:59,41.80,26.60,26.18,998.14,131.61,4776.48
2022:4:18:11:30:1,41.80,26.60,26.18,998.15,131.55,4776.48
2022:4:18:11:30:3,41.80,26.60,26.18,998.10,131.97,4776.48
2022:4:18:11:30:5,41.90,26.60,26.18,998.14,131.60,4848.41
2022:4:18:11:30:7,41.90,26.60,26.18,998.15,131.52,4776.48
2022:4:18:11:30:9,41.90,26.60,26.18,998.16,131.48,4776.48
2022:4:18:11:30:11,41.90,26.60,26.18,998.17,131.34,4776.48
2022:4:18:11:30:13,41.90,26.60,26.18,998.16,131.43,4776.48
2022:4:18:11:30:16,41.90,26.60,26.19,998.16,131.46,4776.48
2022:4:18:11:30:18,41.90,26.60,26.18,998.16,131.43,4848.41
2022:4:18:11:30:20,41.90,26.60,26.18,998.15,131.52,4705.27
2022:4:18:11:30:22,41.90,26.60,26.19,998.14,131.64,4776.48
2022:4:18:11:30:24,41.90,26.60,26.18,998.15,131.54,4776.48
2022:4:18:11:30:26,41.90,26.60,26.18,998.18,131.30,4705.27
2022:4:18:11:30:28,41.90,26.60,26.18,998.16,131.42,4776.48
2022:4:18:11:30:30,42.00,26.60,26.18,998.14,131.65,4776.48
2022:4:18:11:30:32,42.00,26.60,26.19,998.16,131.50,4776.48
2022:4:18:11:30:34,42.00,26.60,26.20,998.14,131.63,4776.48
2022:4:18:11:30:36,42.00,26.60,26.20,998.15,131.52,4705.27
2022:4:18:11:30:38,42.00,26.60,26.20,998.13,131.72,4776.48
2022:4:18:11:30:40,41.90,26.60,26.21,998.16,131.49,4848.41
2022:4:18:11:30:42,41.90,26.60,26.21,998.13,131.72,4848.41
2022:4:18:11:30:44,41.90,26.60,26.22,998.14,131.61,4776.48
2022:4:18:11:30:47,41.90,26.60,26.22,998.16,131.44,4776.48
2022:4:18:11:30:49,41.90,26.60,26.22,998.16,131.50,4776.48
2022:4:18:11:30:51,41.90,26.60,26.23,998.17,131.35,4848.41
2022:4:18:11:30:53,41.90,26.60,26.23,998.17,131.39,4776.48
2022:4:18:11:30:55,41.90,26.60,26.24,998.17,131.44,4776.48
2022:4:18:11:30:57,41.90,26.60,26.24,998.15,131.55,4776.48
2022:4:18:11:30:59,41.90,26.60,26.24,998.17,131.42,4848.41
2022:4:18:11:31:1,41.80,26.60,26.25,998.17,131.37,4776.48
2022:4:18:11:31:3,41.80,26.60,26.24,998.16,131.50,4634.76
2022:4:18:11:31:5,41.90,26.60,26.25,998.15,131.60,4776.48
2022:4:18:11:31:7,41.80,26.60,26.24,998.17,131.38,4776.48
2022:4:18:11:31:9,41.90,26.60,26.25,998.19,131.18,4848.41
2022:4:18:11:31:11,41.80,26.60,26.25,998.18,131.29,4848.41
2022:4:18:11:31:13,41.80,26.60,26.25,998.18,131.32,4776.48
2022:4:18:11:31:15,41.90,26.60,26.26,998.19,131.20,4776.48
2022:4:18:11:31:17,41.90,26.60,26.26,998.20,131.11,4776.48
2022:4:18:11:31:20,41.90,26.60,26.25,998.19,131.26,4848.41
2022:4:18:11:31:22,41.90,26.60,26.25,998.18,131.34,4776.48
2022:4:18:11:31:24,41.90,26.60,26.26,998.18,131.29,4776.48
2022:4:18:11:31:26,41.90,26.60,26.25,998.16,131.45,4848.41
2022:4:18:11:31:28,41.80,26.60,26.26,998.18,131.36,4776.48
2022:4:18:11:31:30,41.80,26.60,26.26,998.19,131.18,4776.48
2022:4:18:11:31:32,41.80,26.60,26.26,998.21,131.10,4776.48
2022:4:18:11:31:34,41.80,26.60,26.26,998.18,131.27,4776.48
2022:4:18:11:31:36,41.80,26.60,26.25,998.20,131.17,4776.48
2022:4:18:11:31:38,41.80,26.60,26.24,998.19,131.25,4776.48
2022:4:18:11:31:40,41.80,26.60,26.24,998.21,131.07,4776.48
2022:4:18:11:31:42,41.70,26.60,26.23,998.20,131.15,4776.48
2022:4:18:11:31:44,41.70,26.60,26.23,998.19,131.23,4776.48
2022:4:18:11:31:46,41.70,26.60,26.22,998.17,131.38,4776.48
2022:4:18:11:31:48,41.70,26.60,26.22,998.18,131.30,4848.41
2022:4:18:11:31:50,41.70,26.60,26.21,998.18,131.28,4776.48
2022:4:18:11:31:53,41.70,26.60,26.21,998.20,131.13,4776.48
2022:4:18:11:31:55,41.80,26.60,26.20,998.18,131.27,4776.48
2022:4:18:11:31:57,41.80,26.60,26.20,998.19,131.23,4776.48
2022:4:18:11:31:59,41.80,26.60,26.19,998.18,131.26,4776.48
2022:4:18:11:32:1,41.80,26.60,26.18,998.19,131.16,4776.48
2022:4:18:11:32:3,41.80,26.60,26.20,998.15,131.54,4776.48
2022:4:18:11:32:5,41.80,26.60,26.19,998.16,131.44,4776.48
2022:4:18:11:32:7,41.80,26.60,26.20,998.18,131.32,4776.48
2022:4:18:11:32:9,41.80,26.60,26.20,998.17,131.36,4776.48
2022:4:18:11:32:11,41.70,26.60,26.21,998.18,131.28,4776.48
2022:4:18:11:32:13,41.80,26.60,26.19,998.14,131.62,4776.48
2022:4:18:11:32:15,41.80,26.60,26.19,998.19,131.24,4776.48
2022:4:18:11:32:17,41.70,26.60,26.19,998.19,131.22,4848.41
2022:4:18:11:32:19,41.70,26.60,26.19,998.21,131.05,4776.48
2022:4:18:11:32:21,41.70,26.60,26.19,998.19,131.20,4776.48
2022:4:18:11:32:23,41.70,26.60,26.20,998.18,131.29,4776.48
2022:4:18:11:32:26,41.80,26.60,26.20,998.21,131.05,4848.41
2022:4:18:11:32:28,41.90,26.60,26.21,998.20,131.15,4776.48
2022:4:18:11:32:30,42.00,26.60,26.21,998.22,130.93,4776.48
2022:4:18:11:32:32,42.00,26.60,26.22,998.21,131.02,4776.48
2022:4:18:11:32:34,42.10,26.60,26.22,998.23,130.89,4848.41
2022:4:18:11:32:36,42.10,26.60,26.23,998.21,131.06,4848.41
2022:4:18:11:32:38,42.10,26.60,26.23,998.19,131.20,4705.27
2022:4:18:11:32:40,42.10,26.60,26.24,998.20,131.17,4776.48
2022:4:18:11:32:42,42.10,26.60,26.24,998.19,131.24,4848.41
2022:4:18:11:32:44,42.10,26.60,26.24,998.21,131.03,4776.48
2022:4:18:11:32:46,42.10,26.60,26.25,998.20,131.09,4776.48
2022:4:18:11:32:48,42.10,26.60,26.24,998.16,131.47,4705.27
2022:4:18:11:32:50,42.20,26.60,26.25,998.21,131.05,4776.48
2022:4:18:11:32:52,42.20,26.60,26.25,998.20,131.17,4776.48
2022:4:18:11:32:54,42.10,26.60,26.26,998.20,131.14,4776.48
2022:4:18:11:32:57,42.10,26.60,26.26,998.22,130.96,4776.48
2022:4:18:11:32:59,42.10,26.60,26.26,998.22,130.99,4776.48
2022:4:18:11:33:1,42.00,26.60,26.25,998.18,131.28,4776.48
2022:4:18:11:33:3,42.00,26.60,26.24,998.21,131.02,4776.48
2022:4:18:11:33:5,42.00,26.60,26.23,998.21,131.05,4776.48
2022:4:18:11:33:7,42.00,26.60,26.23,998.21,131.04,4705.27
2022:4:18:11:33:9,41.90,26.60,26.22,998.21,131.03,4776.48
2022:4:18:11:33:11,41.90,26.60,26.22,998.19,131.20,4776.48
2022:4:18:11:33:13,41.90,26.60,26.21,998.21,130.99,4705.27
2022:4:18:11:33:15,41.90,26.60,26.21,998.23,130.83,4705.27
2022:4:18:11:33:17,41.90,26.60,26.20,998.20,131.11,4705.27
2022:4:18:11:33:19,41.90,26.60,26.20,998.20,131.10,4776.48
2022:4:18:11:33:21,41.90,26.60,26.20,998.23,130.87,4705.27
2022:4:18:11:33:23,41.90,26.60,26.22,998.21,131.00,4705.27
2022:4:18:11:33:25,41.90,26.60,26.22,998.19,131.24,4705.27
2022:4:18:11:33:27,42.00,26.60,26.22,998.17,131.41,4634.76
2022:4:18:11:33:30,42.00,26.60,26.23,998.18,131.29,4705.27
2022:4:18:11:33:32,42.00,26.60,26.24,998.20,131.14,4705.27
2022:4:18:11:33:34,42.00,26.60,26.23,998.20,131.09,4705.27
2022:4:18:11:33:36,42.00,26.60,26.23,998.22,130.96,4705.27
2022:4:18:11:33:38,42.00,26.60,26.23,998.20,131.15,4705.27
2022:4:18:11:33:40,42.00,26.60,26.24,998.21,131.08,4705.27
2022:4:18:11:33:42,42.00,26.60,26.24,998.17,131.41,4705.27
2022:4:18:11:33:44,42.00,26.60,26.24,998.18,131.34,4776.48
2022:4:18:11:33:46,42.00,26.60,26.24,998.20,131.13,4705.27
2022:4:18:11:33:48,42.00,26.60,26.24,998.20,131.10,4705.27
2022:4:18:11:33:50,42.00,26.60,26.25,998.21,131.04,4705.27
2022:4:18:11:33:52,42.00,26.60,26.25,998.23,130.90,4705.27
2022:4:18:11:33:54,42.00,26.60,26.26,998.23,130.89,4705.27
2022:4:18:11:33:56,42.00,26.60,26.25,998.20,131.16,4705.27
2022:4:18:11:33:58,42.00,26.60,26.26,998.23,130.88,4705.27
2022:4:18:11:34:1,42.00,26.60,26.27,998.19,131.22,4776.48
2022:4:18:11:34:3,42.00,26.60,26.26,998.21,131.03,4705.27
2022:4:18:11:34:5,42.00,26.60,26.26,998.20,131.11,4705.27
2022:4:18:11:34:7,42.00,26.60,26.27,998.20,131.18,4705.27
2022:4:18:11:34:9,42.00,26.60,26.26,998.20,131.13,4705.27
2022:4:18:11:34:11,42.00,26.60,26.26,998.21,131.02,4705.27
2022:4:18:11:34:13,42.00,26.60,26.26,998.20,131.11,4634.76
2022:4:18:11:34:15,42.00,26.60,26.26,998.19,131.27,4705.27
2022:4:18:11:34:17,42.00,26.60,26.26,998.20,131.12,4705.27
2022:4:18:11:34:19,42.00,26.60,26.27,998.23,130.92,4705.27
2022:4:18:11:34:21,42.00,26.60,26.26,998.18,131.32,4634.76
2022:4:18:11:34:23,42.00,26.60,26.27,998.19,131.24,4634.76
2022:4:18:11:34:25,42.00,26.60,26.27,998.22,130.99,4705.27
2022:4:18:11:34:27,42.00,26.60,26.26,998.19,131.21,4634.76
2022:4:18:11:34:29,42.10,26.70,26.26,998.21,131.04,4705.27
2022:4:18:11:34:31,42.00,26.60,26.26,998.21,131.10,4705.27
2022:4:18:11:34:34,42.00,26.70,26.25,998.22,130.94,3038.97
2022:4:18:11:34:36,41.90,26.60,26.26,998.23,130.89,4564.96
2022:4:18:11:34:38,41.90,26.60,26.24,998.21,131.05,4359.77
2022:4:18:11:34:40,41.90,26.60,26.25,998.24,130.79,4292.75
2022:4:18:11:34:42,42.00,26.60,26.24,998.24,130.77,4495.86
2022:4:18:11:34:44,42.00,26.60,26.23,998.21,131.02,3781.16
2022:4:18:11:34:46,42.00,26.60,26.23,998.24,130.74,3842.77
2022:4:18:11:34:48,42.00,26.60,26.22,998.22,130.98,3781.16
